budget_id,user_id,income_id,needs_amount,wants_amount,investment_amount,income_amount,budget_limit,source,income_date
BGT00887,USR037,INC06144,1650000,1000000,550000,3150000,2650000,part_time,2023-10-18 11:03
BGT01940,USR034,INC06031,2300000,,1050000,4550000,3500000,part_time,2024-05-01 20:34
BGT02961,USR024,INC04678,850000,550000,450000,1850000,1400000,part_time,2024-12-04 22:35
BGT09337,USR071,INC02032,2550000,1350000,900000,4850000,3900000,investment_return,2024-04-26 19:10
BGT05370,USR040,INC00028,1850000,1050000,400000,3300000,2900000,freelance,2024-12-24 18:05
BGT01407,USR014,INC04215,450000,350000rb,250000,1050000,800000,scholarship,2023-05-04 11:27
BGT07396,USR066,INC00085,4550000,3000000,1750000,9300000,7550000,business,2024-05-13 09:08
BGT00078,USR015,INC01640,1350000,800000,250000,2400000,2150000,allowance,2024-01-31 05:10
BGT02807,USR072,INC08064,4350000,3150000,2000000,9500000,7500000,business,2023-03-02 22:04
BGT01366,USR013,INC01980,1150000,650000,300000,2100000,1800000,part_time,2024-06-13 19:01
BGT08443,USR007,INC05441,650000,400000,200000,1250000,1050000,allowance,2023-01-19 04:09
BGT04767,USR051,INC02522,,1450000,1050000,5450000,4400000,bonus,2023-04-22 21:15
BGT02320,USR040,INC02409,1600000,800000,650000,3000000,2400000,INTERNSHIP,2024-03-11 03:07
BGT01941,USR035,INC05822,1950000,1150000,400000,3500000,2350000,internship,2023-11-04 10:18
BGT07491,USR016,INC02077,1250000,800000,500000,2550000,2050000,allowance,
BGT06713,USR025,INC09003,,700000,550000,2600000,2100000,allowance,2023-04-22 16:04
BGT06910,USR038,INC06570,1650000,900000,900000,3450000,2550000,internship,2023-08-31 06:58
BGT06600,USR021,INC06447,1400000,900000,550000,2850000,2300000,part_time,2024-11-17 14:22
BGT07391,USR022,INC00544,1350000,850000,350000,2550000,2200000,freelance,05/07/2024 05:58
BGT00409,USR022,INC01088,850000,600000,300000,1750000,1450000,internship,2024-01-25 14:07
BGT09748,USR048,INC01808,1500000,1050000,700000,3250000,2550000,salary,2024-05-07 10:55
BGT06974,USR027,INC09251,1650000,,750000,3200000,2500000,freelance,2024-02-24 21:58
BGT02393,USR020,INC07994,1100000,600000rb,350000,2050000,1700000,allowance,2023-09-12 05:14
BGT08160,USR066,INC07301,3050000,1700000,1100000,5850000,4750000,salary,2023-05-08 17:42
BGT07080,USR049,INC02078,3750000,2000000,1350000,7100000,5750000,salary,2023-09-06 20:37
BGT03872,USR024,INC01469,1450000,1000000,800000,3250000,2450000,freelance,2023-03-21 20:32
BGT09615,USR032,INC06230,1900000,1300000,1000000,4250000,3200000,allowance,2024-10-11 19:36
BGT03242,USR058,INC08530,3000000,1900000,1800000,6700000,4900000,bonus,2023/02/07 05:21
BGT01455,USR070,INC06853,2800000,1450000,1000000,5250000,4250000,salary,2023-02-07 08:36
BGT04879,USR072,INC00452,4100000,2600000,1500000,8200000,6700000,bonus,2024-06-17 08:08
BGT06210,USR035,INC07603,2250000,1450000,1200000,4900000,3700000,freelance,2023-05-24 04:27
BGT07798,USR020,INC07035,1200000,850000,650000,2700000,2050000,allowance,2023-04-14 18:58
BGT09305,USR016,INC09175,650000,400000,150000,1200000,1050000,scholarship,2024-08-01 22:51
BGT09766,USR020,INC02475,1200000,850000,500000,2600000,2050000,allowance,2023-06-14 15:22
BGT05007,USR061,INC05292,2850000,1800000,1150000,5850000,4650000,business,2024-03-31 01:21
BGT09554,USR002,INC06882,550000,300000,150000,1000000,850000,scholarship,2024-05-11 01:12
BGT04863,USR040,INC08212,1700000,950000,,3250000,2650000,allowance,2024-01-16 06:04
BGT08117,USR021,INC02277,850000,450000,300000,1600000,1300000,allowance,2024-05-30 13:30
BGT09340,USR031,INC03872,1550000,900000,600000,3050000,2450000,allowance,2023-12-03 22:23
BGT09278,USR073,INC01625,3750000,,1150000,6850000,5650000,bonus,2023-06-21 10:47
BGT05291,USR069,INC01090,2950000,2050000,1400000,6450000,5000000,bonus,2024-04-10 21:26
BGT04280,USR034,INC00876,2100000,1300000,800000,4200000,3400000,allowance,2024-11-05 01:51
BGT06806,USR025,INC08079,950000,650000,300000,1900000,1600000,allowance,2024-03-26 15:58
BGT06077,USR015,INC01359,650000,400000,150000,1200000,1050000,scholarship,2023-05-26 23:06
BGT01020,USR053,INC06989,2450000,1250000,900000,4600000,3700000,freelance,2023-08-31 18:57
BGT02169,USR001,INC02020,1100000,700000,450000,2250000,1800000,scholarship,2023-08-25 12:01
BGT08634,USR036,INC07657,1150000,800000,700000,2650000,1950000,internship,2023-12-30 23:02
BGT00413,USR001,INC09132,650000,400000,300000,1350000,1050000,allowance,2024-11-15 08:23
BGT02139,USR033,INC06767,2700000,1600000,600000,4900000,4300000,part_time,2023-05-20 15:48
BGT03960,USR034,INC05007,2300000,1350000,1350000,4950000,3650000,internship,2023-10-20 14:21
BGT01550,USR055,INC08714,1700000,1000000,350000,3000000,2700000,salary,2024-05-17 12:28
BGT07165,USR026,INC06187,1300000,800000,300000,2350000,2100000,allowance,2023-09-23 23:04
BGT03281,USR013,INC07900,1300000,700000,500000,2500000,2000000,allowance,2024-03-12 06:53
BGT04600,USR055,INC01880,1450000,1050000,600000,3100000,2500000,business,2024-11-29 19:34
BGT02025,USR069,INC07615,3900000,2800000,1750000,8450000,6700000,bonus,2023-01-21 00:28
BGT08430,USR066,INC04277,3600000,2150000,1450000,7150000,5750000,freelance,2023-05-22 22:45
BGT04042,USR001,INC00927,1400000,950000,650000,3000000,2350000,allowance,2024-12-09 02:51
BGT00471,USR075,INC05286,3700000,2450000,2050000,8200000,6150000,investment_return,2023-04-27 10:50
BGT03212,USR072,INC08813,2000000,1450000,,4350000,3450000,investment_return,2023-01-03 11:08
BGT02668,USR051,INC00802,3100000,1850000,1000000,6000000,4950000,business,2023-05-23 23:01
BGT09037,USR074,INC09676,2150000,1300000,1100000,4550000,3450000,salary,2023-05-30 20:01
BGT01803,USR007,INC02973,,400000,200000,1250000,1100000,scholarship,27/07/2023 10:16
BGT00205,USR027,INC06794,1200000,800000,750000,2700000,2000000,internship,2023-03-26 09:18
BGT01874,USR048,INC03486,2200000,1300000,550000,4050000,3500000,salary,2023-08-31 07:25
BGT00692,USR043,INC04487,4150000,2350000,900000,7400000,6500000,salary,2023-09-20 00:47
BGT07237,USR071,INC06878,2400000,1250000,1100000,4750000,3650000,investment_return,2023-12-07 16:15
BGT05798,USR013,INC02175,1000000,500000,350000,1850000,1500000,scholarship,2023-06-29 15:41
BGT02376,USR031,INC03751,1950000,1200000,1100000,4250000,3150000,part_time,2024-10-01 02:38
BGT03432,USR002,INC03228,1200000,700000,400000,2300000,1900000,part_time,2023-05-04 05:05
BGT00943,USR008,INC01619,850000,500000,450000,1800000,1350000,part_time,2023-07-08 14:22
BGT06832,USR027,INC06070,1600000,1000000,850000,3450000,2600000,internship,2024-04-07 17:30
BGT02681,USR055,INC00951,-1850000,1150000,600000,3600000,3000000,business,2023-10-29 10:45
BGT03833,USR067,INC07472,3850000,2000000,1850000,7700000,5850000,investment_return,2023-01-03 20:00
BGT08273,USR058,INC08210,1850000,950000,750000,3550000,2800000,salary,2023-10-29 21:03
BGT00733,USR063,INC02134,3100000,1850000,1000000,6000000,4950000,investment_return,2024-03-24 23:28
BGT08972,USR025,INC03795,2050000,1300000,700000,4050000,3350000,freelance,2023-05-05 15:51
BGT07992,USR038,INC05438,2500000,1400000,550000,4450000,3900000,part_time,2023-07-07 21:20
BGT00744,USR028,INC06323,,800000,750000,2800000,2050000,internship,2023-08-23 08:20
BGT08845,USR071,INC04845,4750000,2600000,1600000,8950000,7350000,business,2024-02-28 15:04
BGT02835,USR025,INC03346,2350000,1450000,700000,4500000,3800000,allowance,2023-06-09 00:10
BGT08308,USR038,INC01446,900000rb,450000,300000,1650000,1350000,internship,2023-08-25 00:56
BGT06494,USR073,INC00881,2800000,1650000,1900000,6400000,4450000,bonus,2023-05-18 02:38
BGT09084,USR053,INC07883,,1150000,1100000,4250000,3150000,freelance,2024-11-28 07:52
BGT04838,USR069,INC03954,4850000,2800000,1700000,9350000,7650000,freelance,2024-08-21 00:01
BGT09776,USR024,INC00450,2600000,1600000,600000,4800000,4200000,internship,2023-11-12 15:14
BGT07506,USR039,INC01063,1700000,1050000,1000000,3750000,2750000,allowance,2024-04-01 12:27
BGT09555,USR018,INC04126,700000,450000,250000,1350000,1150000,allowance,2023-09-01 09:56
BGT06532,USR063,INC02772,2250000,1300000,1100000,4650000,3550000,salary,2024-05-29 04:42
BGT01721,USR026,INC00763,900000,400000,300000,1600000,1300000,part_time,2024-12-12 13:18
BGT00933,USR002,INC00170,650000,400000,200000,1250000,1050000,part_time,13/01/2023 17:58
BGT05881,USR012,INC07440,1250000,850000,600000,2700000,2100000,part_time,2023-05-08 08:07
BGT04174,USR012,INC07180,1300000,800000,250000,2350000,2100000,part_time,2024-04-23 22:21
BGT05617,USR062,INC08771,2650000,1700000,1550000,5900000,4350000,business,2023-05-16 17:45
BGT05946,USR070,INC03194,4700000,2800000,2500000,9950000,7500000,investment_return,2024-04-21 20:06
BGT05739,USR062,INC00870,2400000,1350000,650000,4400000,3750000,investment_return,2023-12-30 21:35
BGT01396,USR054,INC03639,1850000,1150000,750000,3750000,3000000,salary,2023-01-20 01:42
BGT02261,USR002,INC04970,1300000,800000,850000,2950000,2100000,allowance,2023-08-11 17:18
BGT02868,USR031,INC02642,2000000,1100000,1100000,4150000,3100000,part_time,2023-03-25 19:28
BGT07220,USR050,INC05673,,1750000,1300000,6750000,5450000,salary,2024-03-09 09:57
BGT05111,USR066,INC02700,2600000,1550000,850000,5000000,4150000,investment_return,2023-12-01 18:04
BGT03214,USR033,INC01692,1650000,1000000,950000,3600000,2650000,freelance,2024-08-13 05:09
BGT06747,USR041,INC09149,1950000,1400000,900000,4200000,3350000,salary,2023-12-18 04:40
BGT02912,USR043,INC08155,3650000,1800000,1300000,6750000rb,5450000,bonus,2023-04-12 20:23
BGT04739,USR020,INC02588,550000,400000,250000,1200000,950000,part_time,2024-11-26 06:09
BGT05066,USR031,INC00288,1750000,1200000,550000,3500000,2950000,allowance,2024-04-12 11:23
BGT07794,USR072,INC04376,3500000,2300000,2150000,7900000,5800000,salary,22/06/2024 18:36
BGT06114,USR050,INC07325,3150000,,1400000,,5300000,salary,2024-06-09 10:15
BGT06188,USR049,INC09187,2600000,1600000,1550000,5800000,4200000,bonus,2024-03-22 09:27
BGT02367,USR006,INC08051,900000,550000,250000,1700000,1450000,part_time,2024-02-04 19:16
BGT07398,USR067,INC07001,4550000,2800000,1750000,9100000,7350000,bonus,2024-06-03 15:44
BGT05094,USR075,INC05445,3450000,2000000,1700000,7150000,5450000,business,2023-10-07 13:32
BGT07629,USR053,INC02456,3800000,2500000,1500000,7800000,6300000,freelance,11/10/2024 07:40
BGT04093,USR044,INC07972,-2900000,1600000,1450000,5950000,4500000,business,2024-05-18 03:47
BGT06300,USR018,INC03322,,,600000,2900000,2300000,part_time,2023-05-25 04:15
BGT04663,USR008,INC07558,950000,650000,450000,2050000,1600000,allowance,2024-08-04 19:25
BGT08022,USR064,INC01184,4350000,2900000,2400000,9650000,7250000,freelance,
BGT09524,USR049,INC00550,2900000,1700000,,5300000,4600000,salary,2023-03-16 01:25
BGT06399,USR011,INC09247,800000,450000,350000,1650000,1250000,allowance,2023-08-28 04:30
BGT01308,USR026,INC02093,1650000,950000,650000,3200000,1900000,freelance,2024-04-12 03:37
BGT07865,USR070,INC09668,3950000,2250000,2050000,8250000,6200000,bonus,2023-08-27 09:00
BGT04756,USR050,INC06488,3300000,1950000,1250000,6500000,5250000,salary,2024-05-30 23:14
BGT00188,USR064,INC00102,4350000,2300000,1550000,8200000,6650000,bonus,2024-12-11 16:22
BGT08219,USR040,INC07077,1850000,1200000,600000,3600000,3050000,freelance,2024-08-29 00:33
BGT01340,USR075,INC08949,3350000,2250000,1250000,6850000,5600000,bonus,2024-05-01 06:17
BGT09346,USR001,INC04609,1100000,700000,400000,2200000,1800000,part_time,2024-07-17 11:01
BGT07068,USR035,INC01891,2400000,1300000,800000,4550000,3700000,part_time,2024-05-31 17:31
BGT03448,USR051,INC05652,1800000,1050000rb,750000,3600000,2850000,freelance,2024-12-26 05:05
BGT03022,USR064,INC08284,2000000,1150000,1250000,4400000,3150000,salary,2023-09-11 02:31
BGT08749,USR031,INC04662,2650000,1400000,850000,4900000,4050000,allowance,2024-06-07 20:26
BGT04972,USR014,INC06016,1250000,900000,550000,2700000,2150000,part_time,2023-05-23 07:27
BGT05411,USR025,INC02103,1900000,1050000,700000,3650000,2950000,internship,2024-01-10 04:52
BGT08793,USR018,INC00354,900000,600000,500000,1950000,1500000,allowance,2024-02-11 10:42
BGT02368,USR047,INC04822,3250000,2050000,1300000,6600000,5300000,bonus,2023-08-08 22:46
BGT02077,USR070,INC09492,2500000,1200000,850000,4550000,3700000,business,2023-02-10 08:57
BGT01873,USR038,INC02198,1150000,700000,350000,2200000,1850000,internship,2024-03-27 22:46
BGT09576,USR020,INC04483,1450000,750000,600000,2800000,2200000,scholarship,2023-12-26 07:27
BGT01448,USR015,INC07193,950000rb,700000,550000,2200000,1650000,scholarship,2023-12-02 01:59
BGT00580,USR011,INC02980,1350000,600000,450000,2400000,1950000,allowance,2024-02-28 08:02
BGT00349,USR003,INC03077,,350000,250000,1200000,950000,scholarship,2024-08-21 06:11
BGT01898,USR061,INC04095,2200000,1250000,600000,4100000,3450000,freelance,2024-01-19 08:21
BGT03545,USR029,INC04239,1800000,900000,600000,3250000,2700000,internship,2023-09-11 01:17
BGT05677,USR030,INC04775,1450000,850000,850000,3150000,2300000,allowance,2024-12-26 20:49
BGT07715,USR033,INC03966,2200000,1450000,800000,4450000,3650000,internship,2023-04-28 03:02
BGT05593,USR044,INC06739,2950000,1800000,900000,5700000,4750000,freelance,2024-07-31 13:08
BGT00480,USR068,INC03294,3700000,2600000,1750000,8050000,6300000,freelance,2023-10-04 14:12
BGT04938,USR039,INC09959,2400000,1350000,1250000,5000000,3750000,freelance,
BGT03388,USR068,INC06580,3550000,2050000,,7350000,5600000,salary,2023-10-07 19:53
BGT01081,USR034,INC04510,2300000,1300000,1050000,4650000,3600000,freelance,2024-10-02 13:41
BGT03658,USR012,INC03410,600000,350000,250000,1200000,950000,part_time,21/05/2023 15:54
BGT08645,USR008,INC09020,1400000,750000,400000,2500000,2150000,part_time,2024-05-31 21:16
BGT08094,USR048,INC03616,2350000,1350000,1300000,5000000,3700000,business,2023-10-12 11:14
BGT03259,USR075,INC01669,4900000,2750000,1250000,8900000,7650000,freelance,2024-10-04 11:26
BGT01344,USR033,INC05991,1550000,900000,450000,2850000,2950000,ALLOWANCE,2023-06-27 22:46
BGT08128,USR037,INC03143,1450000,1100000,700000,3250000,2550000,freelance,2023-05-08 07:45
BGT05427,USR054,INC07119,1850000,1100000,600000,3600000,2950000,freelance,2024-01-10 08:11
BGT06687,USR027,INC07030,1150000,800000,450000,2400000,1950000,allowance,2023-02-19 09:16
BGT07768,USR006,INC09514,1150000,,450000,2250000,1750000,part_time,2023-01-05 05:58
BGT04241,USR065,INC03641,4500000,2900000,1400000,8850000,7400000,freelance,2024-12-31 11:21
BGT04336,USR049,INC07656,3000000,1700000,1600000,6300000,4700000,freelance,2024-07-12 00:37
BGT01859,USR061,INC09870,3850000,2700000,1650000,8200000,6550000,freelance,2024-09-19 19:34
BGT04163,USR014,INC09219,1450000,850000,500000,2800000,2300000,part_time,2023-05-31 23:43
BGT02846,USR016,INC01654,550000,300000,300000,1150000,850000,scholarship,2024-06-16 21:40
BGT00945,USR070,INC08470,2350000,1300000,850000,4550000,3650000,salary,2024-10-16 08:55
BGT08032,USR002,INC06757,600000,400000,250000,1200000,1000000,allowance,2024-10-15 03:48
BGT04126,USR025,INC00453,2350000,1450000,600000,4400000,3800000,allowance,2024-06-30 07:47
BGT01864,USR033,INC05297,1800000,950000,550000,3300000,2750000,part_time,2023-10-19 23:17
BGT07617,USR051,INC00509,4050000,2400000,800000,7250000,6450000,freelance,2024-09-02 21:33
BGT09076,USR014,INC03419,1050000,550000,450000,2050000,1600000,scholarship,2023-03-26 20:16
BGT03935,USR030,INC00884,800000,500000,400000,1650000,1300000,internship,2023-12-05 05:26
BGT05464,USR074,INC09829,2350000,1400000,1050000,4750000rb,3750000,investment_return,2023-05-05 17:54
BGT06757,USR057,INC07430,2700000,1850000,1450000,6000000,4550000,freelance,2023-08-15 00:04
BGT08834,USR002,INC04902,800000,500000,250000,1550000,1300000,part_time,2024/03/25 16:46
BGT04640,USR069,INC02100,4500000,2650000,2250000,9400000,7150000,bonus,2023-03-26 21:33
BGT02529,USR057,INC02466,2050000,1100000,600000,3750000,3150000,freelance,2024-05-06 17:55
BGT06789,USR070,INC06674,3650000,2500000,1450000,7600000,6150000,investment_return,2023-05-02 20:42
BGT01584,USR012,INC00248,750000,450000rb,350000,1550000,1200000,allowance,2024-08-04 00:38
BGT03852,USR070,INC04852,2350000,1100000,800000,4300000,3450000,bonus,2024-06-30 19:16
BGT02146,USR057,INC00873,2500000,1250000,950000,4700000,3750000,bonus,2023-02-16 17:08
BGT07973,USR064,INC05060,4300000,2750000rb,2500000,9550000,7050000,bonus,2023-02-16 19:32
BGT02992,USR010,INC00519,1500000,750000,550000,2800000,2250000,part_time,2024-01-13 13:00
BGT00026,USR009,INC04160,1200000,800000,400000,2400000,2000000,scholarship,23/11/2024 07:02
BGT04078,USR074,INC03864,4550000,2750000,2150000,9450000,7300000,investment_return,2024-12-30 21:51
BGT01851,USR037,INC05848,1850000,950000,600000,3400000,2800000,ALLOWANCE,2023-05-28 13:53
BGT06620,USR025,INC05108,,650000,350000,1950000,1600000,part_time,2023-05-25 21:36
BGT09390,USR016,INC08138,850000,550000,450000,1850000,1400000,part_time,2023-10-30 07:07
BGT03001,USR036,INC03804,2300000,1350000,1000000,4650000,3650000,allowance,2024-10-27 11:44
BGT00596,USR014,INC03146,650000,400000,400000,1450000,1050000,allowance,2023-01-23 00:47
BGT06849,USR011,INC08956,1450000,900000,300000,2650000,2350000,scholarship,2024-01-21 05:52
BGT00628,USR071,INC07523,3950000,2400000,2450000,8800000,6350000,business,2024-05-06 09:58
BGT00902,USR030,INC09402,2200000,1450000,1350000,5000000,3650000,freelance,2023-01-09 08:06
BGT05500,USR027,INC04584,1900000,1050000,650000,3550000,2950000,freelance,26/04/2024 23:02
BGT00928,USR026,INC05669,1750000,1000000,700000,3450000,2750000,part_time,2023-09-23 03:43
BGT05608,USR005,INC01192,800000,550000,350000,1650000,1350000,allowance,2023-05-12 11:40
BGT00303,USR056,INC00273,1550000,1050000,700000,3300000,2600000,salary,2023-09-09 12:33
BGT05759,USR025,INC06396,1850000,,750000,3950000,3200000,part_time,2023-03-16 07:26
BGT03894,USR020,INC05896,600000,400000,200000,1200000,1000000,part_time,2024/10/25 10:49
BGT04536,USR048,INC04926,2550000,1650000,1050000,5250000,4200000,freelance,2024-03-01 10:36
BGT02150,USR070,INC05113,3800000,2300000,1850000,7950000,6100000,salary,2023-07-23 04:18
BGT07851,USR069,INC01366,2000000,1150000rb,850000,4050000,3150000,freelance,2023-08-02 14:27
BGT00567,USR046,INC05444,2650000,2050000,1350000,6050000,4700000,business,2023-11-15 19:55
BGT09139,USR066,INC04186,3300000,2250000,1750000,7300000,5550000,salary,2024-08-20 15:59
BGT05790,USR016,INC00574,600000,350000,350000,1350000,950000,part_time,2024-11-18 21:43
BGT09802,USR054,INC09105,1600000,1100000,850000,3550000,2700000,salary,2024-05-25 17:36
BGT01507,USR066,INC00911,3700000,2300000,1700000,7700000,6000000,bonus,2024-04-05 02:20
BGT06135,USR003,INC09469,1200000,700000,350000,2300000,1900000,allowance,2024-02-23 19:37
BGT05871,USR052,INC04463,2100000,1350000,1000000,4450000,3450000,salary,2024-01-24 12:58
BGT06777,USR011,INC08068,1450000,900000,,2750000,2350000,scholarship,2023-05-01 20:18
BGT04930,USR067,INC03108,1950000,1200000,,,3150000,freelance,2023-07-19 16:45
BGT03644,USR008,INC00469,1100000,650000,450000,2200000,1750000,part_time,2023-05-10 01:48
BGT08599,USR046,INC08852,3150000,2050000,1650000,6800000,5200000,bonus,2024-12-01 14:35
BGT03588,USR016,INC01754,1000000,700000,350000,2050000,1700000,part_time,2023-06-15 06:48
BGT06069,USR075,INC03952,2400000,1300000,1200000,4900000,3700000,business,2023-04-29 05:34
BGT02175,USR065,INC05451,4000000,2350000,800000,7150000,6350000,bonus,2023-11-05 02:09
BGT02487,USR024,INC01542,1150000,650000,300000,2150000,1800000,freelance,2023-04-10 18:39
